location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
95,"Amsterdam-Vondelpark","co",0.3891,"µg/m³","2021-01-05T16:00:00Z","2021-01-05T17:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",0.3869,"µg/m³","2021-01-05T17:00:00Z","2021-01-05T18:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",0.3825,"µg/m³","2021-01-05T18:00:00Z","2021-01-05T19:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",0.3641,"µg/m³","2021-01-05T19:00:00Z","2021-01-05T20:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",-999,"µg/m³","2021-01-05T20:00:00Z","2021-01-05T21:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",-999,"µg/m³","2021-01-05T21:00:00Z","2021-01-05T22:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",0.3546,"µg/m³","2021-01-05T22:00:00Z","2021-01-05T23:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",-999,"µg/m³","2021-01-05T23:00:00Z","2021-01-06T00:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",-999,"µg/m³","2021-01-06T00:00:00Z","2021-01-06T01:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",0.3165,"µg/m³","2021-01-06T01:00:00Z","2021-01-06T02:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
95,"Amsterdam-Vondelpark","co",-999,"µg/m³","2021-01-06T02:00:00Z","2021-01-06T03:00:00+01:00","Europe/Amsterdam",52.359714000013874,4.866208000411839,,,,"Unknown Governmental Organization","EEA"
